product_key;product_category_name;product_category_name_english;category_label;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
product_id_01b97e43359b68b6;automotivo;auto;auto;57.0;193.0;2.0;4750.0;62.0;17.0;22.0
product_id_01b993e48f5bdc68;eletroportateis;small_appliances;small_appliances;56.0;444.0;4.0;11250.0;40.0;40.0;40.0
product_id_01ba283b8af632c3;automotivo;auto;auto;58.0;292.0;2.0;2950.0;30.0;10.0;60.0
product_id_01bab185082566ad;cool_stuff;cool_stuff;cool_stuff;50.0;470.0;2.0;1000.0;27.0;6.0;21.0
product_id_01bb3ef3eb7564ce;automotivo;auto;auto;56.0;627.0;1.0;7200.0;61.0;8.0;61.0
product_id_01bcd9646e1ce05f;construcao_ferramentas_jardim;costruction_tools_garden;costruction_tools_garden;54.0;1439.0;1.0;25750.0;30.0;30.0;30.0
product_id_01bd8a88a4c140d1;esporte_lazer;sports_leisure;sports_leisure;56.0;344.0;3.0;300.0;25.0;12.0;20.0
product_id_01c0a4b104e13e96;brinquedos;toys;toys;57.0;147.0;8.0;900.0;30.0;25.0;20.0
product_id_01c3891e74e9fdc2;utilidades_domesticas;housewares;housewares;38.0;709.0;1.0;7700.0;35.0;41.0;43.0
product_id_01c44df8bd46de8f;cama_mesa_banho;bed_bath_table;bed_bath_table;43.0;315.0;1.0;450.0;37.0;5.0;30.0
product_id_01c6c8f9275f0177;beleza_saude;health_beauty;health_beauty;37.0;1168.0;1.0;2700.0;21.0;16.0;31.0
product_id_01c7ffbae25016a1;moveis_decoracao;furniture_decor;furniture_decor;36.0;252.0;1.0;400.0;16.0;34.0;34.0
product_id_01c877258e0715a8;cama_mesa_banho;bed_bath_table;bed_bath_table;49.0;120.0;1.0;650.0;34.0;18.0;44.0
product_id_01c8c43ad3c3f83b;moveis_sala;furniture_living_room;furniture_living_room;52.0;848.0;2.0;10550.0;60.0;15.0;45.0
product_id_01c8dc7ce71cefeb;audio;audio;audio;41.0;372.0;4.0;517.0;27.0;22.0;25.0
product_id_01ca1647b56b68a8;bebes;baby;baby;57.0;2021.0;4.0;3350.0;55.0;10.0;40.0
product_id_01cbdf417edeafe2;informatica_acessorios;computers_accessories;computers_accessories;56.0;287.0;1.0;250.0;16.0;16.0;16.0
product_id_01cd9b01404bffe6;telefonia;telephony;telephony;60.0;1401.0;4.0;340.0;22.0;13.0;16.0
product_id_01d143d0f768c429;esporte_lazer;sports_leisure;sports_leisure;43.0;869.0;1.0;967.0;21.0;24.0;19.0
product_id_01d21a4eeeccb48d;beleza_saude;health_beauty;health_beauty;46.0;477.0;3.0;50.0;16.0;2.0;11.0
product_id_01d407ef4585becd;moveis_decoracao;furniture_decor;furniture_decor;18.0;278.0;4.0;100.0;16.0;3.0;16.0
product_id_01d89290c575ab6b;telefonia_fixa;fixed_telephony;fixed_telephony;59.0;2087.0;1.0;700.0;16.0;8.0;16.0
product_id_01d8fe5217e87839;cama_mesa_banho;bed_bath_table;bed_bath_table;50.0;111.0;1.0;2200.0;40.0;15.0;30.0
product_id_01db1ff1d9772bbb;cama_mesa_banho;bed_bath_table;bed_bath_table;49.0;147.0;1.0;450.0;40.0;4.0;30.0
product_id_01db8c749d1c298f;moveis_decoracao;furniture_decor;furniture_decor;22.0;275.0;1.0;1000.0;30.0;18.0;18.0
product_id_01dc8105715a9757;utilidades_domesticas;housewares;housewares;60.0;3133.0;3.0;12800.0;58.0;22.0;54.0
product_id_01dd62b1dea7c484;utilidades_domesticas;housewares;housewares;46.0;420.0;2.0;288.0;20.0;13.0;17.0
product_id_01df4191699f77e2;automotivo;auto;auto;58.0;523.0;6.0;100.0;24.0;2.0;17.0
product_id_01e012b0aefee12d;esporte_lazer;sports_leisure;sports_leisure;51.0;639.0;1.0;1143.0;24.0;22.0;19.0
product_id_01e0596654dac69e;artes;art;art;35.0;638.0;6.0;400.0;16.0;62.0;16.0
product_id_01e467cbd4f1676e;moveis_sala;furniture_living_room;furniture_living_room;41.0;375.0;1.0;1450.0;61.0;2.0;21.0
product_id_01e4e1cde4e74293;;;unknown;;;;3150.0;17.0;40.0;17.0
product_id_01e729d4de3d7ddf;informatica_acessorios;computers_accessories;computers_accessories;47.0;219.0;1.0;200.0;23.0;11.0;15.0
product_id_01e8e4a09314dddf;cama_mesa_banho;bed_bath_table;bed_bath_table;31.0;209.0;3.0;765.0;35.0;20.0;48.0
product_id_01ea083a80da9a7c;telefonia;telephony;telephony;43.0;533.0;2.0;125.0;19.0;3.0;11.0
product_id_01eb50abc0965079;moveis_decoracao;furniture_decor;furniture_decor;31.0;276.0;1.0;350.0;17.0;26.0;17.0
product_id_01ee0dd91baee9a9;telefonia;telephony;telephony;51.0;331.0;2.0;150.0;16.0;4.0;11.0
product_id_01ee28c35d00acb8;cool_stuff;cool_stuff;cool_stuff;60.0;1023.0;5.0;200.0;17.0;7.0;12.0
product_id_01f0c7cfdcdb6019;cama_mesa_banho;bed_bath_table;bed_bath_table;57.0;495.0;2.0;225.0;30.0;6.0;22.0
product_id_01f3e906afac0916;esporte_lazer;sports_leisure;sports_leisure;35.0;560.0;1.0;200.0;16.0;16.0;11.0
product_id_01f53f56cef22805;relogios_presentes;watches_gifts;watches_gifts;48.0;709.0;6.0;547.0;21.0;12.0;16.0
product_id_01f8771451ac1c04;relogios_presentes;watches_gifts;watches_gifts;54.0;257.0;5.0;200.0;16.0;2.0;20.0
product_id_01f91653965113ce;cool_stuff;cool_stuff;cool_stuff;54.0;1675.0;1.0;1000.0;22.0;12.0;24.0
product_id_01fc88517eca0136;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;55.0;1434.0;1.0;200.0;16.0;2.0;11.0
product_id_01fef72cc34ffe4e;moveis_decoracao;furniture_decor;furniture_decor;24.0;1707.0;2.0;600.0;30.0;15.0;15.0
product_id_0200023f8830f603;ferramentas_jardim;garden_tools;garden_tools;43.0;323.0;1.0;3600.0;30.0;25.0;50.0
product_id_020335772047f622;moveis_decoracao;furniture_decor;furniture_decor;47.0;632.0;5.0;700.0;30.0;5.0;48.0
product_id_0203d7bd45c2e3e6;eletronicos;electronics;electronics;40.0;363.0;1.0;150.0;25.0;7.0;16.0
product_id_02055c1aef6fec29;esporte_lazer;sports_leisure;sports_leisure;24.0;254.0;3.0;150.0;20.0;6.0;14.0
product_id_0207a0f411c4e0a0;beleza_saude;health_beauty;health_beauty;46.0;648.0;3.0;1100.0;32.0;8.0;38.0
product_id_0209b8f03fce2fb7;moveis_decoracao;furniture_decor;furniture_decor;9.0;283.0;1.0;10400.0;40.0;42.0;40.0
product_id_020aa29dd21ad1f1;informatica_acessorios;computers_accessories;computers_accessories;49.0;1457.0;1.0;1625.0;17.0;15.0;16.0
product_id_020be4f893964369;informatica_acessorios;computers_accessories;computers_accessories;57.0;1828.0;1.0;5875.0;25.0;15.0;20.0
product_id_020cd347339a433a;pet_shop;pet_shop;pet_shop;38.0;736.0;12.0;4200.0;49.0;29.0;34.0
product_id_021203edf69178da;papelaria;stationery;stationery;56.0;113.0;2.0;450.0;20.0;30.0;20.0
product_id_02120bd24ed48967;beleza_saude;health_beauty;health_beauty;49.0;1495.0;3.0;600.0;33.0;19.0;13.0
product_id_0216919fe19b300c;moveis_decoracao;furniture_decor;furniture_decor;60.0;464.0;1.0;1500.0;105.0;5.0;30.0
product_id_021912ae1b17f26d;livros_interesse_geral;books_general_interest;books_general_interest;55.0;236.0;1.0;250.0;27.0;9.0;18.0
product_id_022219e7d54fa881;relogios_presentes;watches_gifts;watches_gifts;46.0;629.0;1.0;400.0;24.0;8.0;12.0
product_id_0224e7b8b2558fd5;ferramentas_jardim;garden_tools;garden_tools;59.0;1251.0;2.0;800.0;30.0;12.0;30.0
product_id_02261a74e627aa15;cool_stuff;cool_stuff;cool_stuff;58.0;503.0;2.0;1800.0;51.0;15.0;32.0
product_id_0226b221a06a9cd4;beleza_saude;health_beauty;health_beauty;60.0;2936.0;1.0;83.0;19.0;15.0;18.0
product_id_0227b9f910bda064;utilidades_domesticas;housewares;housewares;25.0;364.0;3.0;550.0;19.0;24.0;12.0
product_id_0228d66303171a7a;beleza_saude;health_beauty;health_beauty;60.0;1256.0;1.0;683.0;18.0;14.0;15.0
product_id_0228daa4398fde0b;casa_construcao;home_construction;home_construction;60.0;456.0;2.0;400.0;16.0;17.0;15.0
product_id_0228dbabcbf3f116;relogios_presentes;watches_gifts;watches_gifts;59.0;470.0;1.0;140.0;17.0;9.0;11.0
product_id_0229de3352315e6d;brinquedos;toys;toys;33.0;646.0;1.0;850.0;35.0;30.0;20.0
product_id_022c32eb00b3be61;esporte_lazer;sports_leisure;sports_leisure;54.0;260.0;4.0;2500.0;55.0;10.0;20.0
product_id_022f7ebae63f7c83;eletronicos;electronics;electronics;46.0;2059.0;3.0;800.0;24.0;13.0;22.0
product_id_0231b1f06361c669;utilidades_domesticas;housewares;housewares;47.0;316.0;1.0;900.0;35.0;32.0;12.0
product_id_023297692321c5af;moveis_decoracao;furniture_decor;furniture_decor;55.0;87.0;2.0;5900.0;74.0;13.0;52.0
product_id_023455e0638efcf1;la_cuisine;la_cuisine;la_cuisine;59.0;731.0;1.0;2200.0;84.0;12.0;15.0
product_id_02376db3467c8273;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;289.0;1.0;4200.0;36.0;10.0;35.0
product_id_023aed606e5aedfe;esporte_lazer;sports_leisure;sports_leisure;59.0;247.0;2.0;1250.0;60.0;15.0;15.0
product_id_023b2076c3b1f921;moveis_decoracao;furniture_decor;furniture_decor;51.0;900.0;2.0;350.0;68.0;8.0;13.0
product_id_02400328be6fcf7e;bebes;baby;baby;54.0;343.0;2.0;3550.0;37.0;22.0;40.0
product_id_0240f4c67587a570;utilidades_domesticas;housewares;housewares;57.0;229.0;1.0;2700.0;35.0;35.0;20.0
product_id_0242c00bbe98cb00;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;277.0;1.0;2000.0;45.0;15.0;35.0
product_id_02476bfc2d16e22c;brinquedos;toys;toys;32.0;254.0;1.0;250.0;16.0;10.0;11.0
product_id_0248c11e462a9922;cama_mesa_banho;bed_bath_table;bed_bath_table;50.0;352.0;2.0;400.0;50.0;11.0;11.0
product_id_024a116fe98f5fc9;ferramentas_jardim;garden_tools;garden_tools;54.0;690.0;1.0;283.0;25.0;15.0;16.0
product_id_024b78f292f2aefd;pet_shop;pet_shop;pet_shop;41.0;341.0;1.0;600.0;17.0;16.0;17.0
product_id_024fea6d511ca53f;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;583.0;1.0;500.0;33.0;3.0;23.0
product_id_02514979caf69d45;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;330.0;2.0;2700.0;40.0;10.0;34.0
product_id_0253622e76e6b4c7;beleza_saude;health_beauty;health_beauty;55.0;1588.0;2.0;2650.0;19.0;26.0;17.0
product_id_025662b13c571c43;casa_construcao;home_construction;home_construction;58.0;539.0;1.0;544.0;22.0;13.0;18.0
product_id_0259eb0645655498;esporte_lazer;sports_leisure;sports_leisure;31.0;1427.0;1.0;433.0;24.0;9.0;17.0
product_id_025f6ac6b245a2fc;esporte_lazer;sports_leisure;sports_leisure;41.0;767.0;1.0;100.0;18.0;18.0;18.0
product_id_025f9d8fad36392b;livros_tecnicos;books_technical;books_technical;54.0;3722.0;1.0;2200.0;31.0;6.0;19.0
product_id_026115e06ed1bf53;perfumaria;perfumery;perfumery;53.0;2235.0;3.0;1450.0;20.0;25.0;20.0
product_id_02634466858b546a;relogios_presentes;watches_gifts;watches_gifts;58.0;364.0;2.0;300.0;40.0;10.0;25.0
product_id_0269a1b054f644f5;moveis_decoracao;furniture_decor;furniture_decor;30.0;380.0;1.0;250.0;20.0;6.0;14.0
product_id_0269fae5a7540728;bebes;baby;baby;28.0;381.0;1.0;1454.0;24.0;22.0;20.0
product_id_026aa7f46f0659e9;beleza_saude;health_beauty;health_beauty;51.0;612.0;1.0;338.0;21.0;6.0;21.0
product_id_026ad24a0e6351f6;beleza_saude;health_beauty;health_beauty;56.0;3847.0;10.0;100.0;28.0;13.0;12.0
product_id_026b93ebcebfface;automotivo;auto;auto;60.0;205.0;2.0;100.0;25.0;15.0;25.0
product_id_026f214fe4a9c2b9;perfumaria;perfumery;perfumery;42.0;794.0;1.0;550.0;25.0;15.0;17.0
product_id_026f470a4108fd5c;telefonia;telephony;telephony;50.0;500.0;1.0;88.0;19.0;4.0;11.0
product_id_027001913dfc2845;relogios_presentes;watches_gifts;watches_gifts;46.0;433.0;3.0;450.0;18.0;23.0;18.0
product_id_0272b093d3d15046;moveis_decoracao;furniture_decor;furniture_decor;52.0;198.0;5.0;850.0;25.0;23.0;25.0
product_id_027825ac5dc2fc60;beleza_saude;health_beauty;health_beauty;58.0;663.0;1.0;550.0;18.0;16.0;18.0
product_id_0278901f01fa3e6d;moveis_quarto;furniture_bedroom;furniture_bedroom;53.0;613.0;2.0;14000.0;93.0;63.0;11.0
product_id_027a426a11d4ea7b;relogios_presentes;watches_gifts;watches_gifts;36.0;622.0;2.0;146.0;17.0;12.0;14.0
product_id_027f9a115fe918a1;relogios_presentes;watches_gifts;watches_gifts;57.0;627.0;1.0;300.0;16.0;11.0;11.0
product_id_027fb8db7e8528b4;utilidades_domesticas;housewares;housewares;22.0;729.0;1.0;300.0;42.0;5.0;29.0
product_id_0281dfe175a17562;ferramentas_jardim;garden_tools;garden_tools;27.0;834.0;4.0;8767.0;47.0;64.0;38.0
product_id_028295e88ae4d430;cama_mesa_banho;bed_bath_table;bed_bath_table;56.0;609.0;1.0;650.0;16.0;10.0;16.0
product_id_0282bca8bab6a96d;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;59.0;906.0;2.0;500.0;30.0;30.0;30.0
product_id_02835232a358c7a1;cama_mesa_banho;bed_bath_table;bed_bath_table;41.0;803.0;1.0;1100.0;20.0;16.0;20.0
product_id_0285a10af1584c24;casa_construcao;home_construction;home_construction;48.0;896.0;5.0;550.0;17.0;26.0;17.0
product_id_02867dfc721a9247;automotivo;auto;auto;60.0;198.0;3.0;200.0;22.0;11.0;16.0
product_id_028a4c285d1d91c0;automotivo;auto;auto;60.0;703.0;6.0;5650.0;47.0;19.0;23.0
product_id_028b110bed3e4ed0;;;unknown;;;;1800.0;25.0;25.0;25.0
product_id_028b673a7155c621;brinquedos;toys;toys;46.0;1389.0;2.0;1100.0;28.0;10.0;28.0
product_id_028b6fc0c3f8c45e;relogios_presentes;watches_gifts;watches_gifts;54.0;644.0;1.0;300.0;28.0;10.0;18.0
product_id_028fdb593d9ddab1;;;unknown;;;;300.0;50.0;4.0;40.0
product_id_0290ccbbc3115a1b;beleza_saude;health_beauty;health_beauty;55.0;1683.0;1.0;375.0;23.0;18.0;23.0
product_id_029366a675779d30;cama_mesa_banho;bed_bath_table;bed_bath_table;60.0;665.0;1.0;2400.0;42.0;11.0;36.0
product_id_029b97cf8b11b3e2;automotivo;auto;auto;52.0;603.0;1.0;7625.0;61.0;14.0;61.0
product_id_029e209594ab8736;relogios_presentes;watches_gifts;watches_gifts;60.0;587.0;2.0;567.0;16.0;8.0;11.0
product_id_02a0c5ac3e9f3a6f;brinquedos;toys;toys;35.0;1099.0;1.0;4200.0;60.0;60.0;30.0
product_id_02a1efb0622d6139;casa_construcao;home_construction;home_construction;53.0;646.0;1.0;3800.0;30.0;35.0;30.0
product_id_02a3f44a88420547;informatica_acessorios;computers_accessories;computers_accessories;43.0;152.0;2.0;2900.0;30.0;9.0;25.0
product_id_02a6c62e8406c36d;moveis_decoracao;furniture_decor;furniture_decor;51.0;756.0;1.0;12250.0;45.0;35.0;45.0
product_id_02a81a2f80852699;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;553.0;1.0;594.0;15.0;17.0;24.0
product_id_02a86bd544ff5b3a;;;unknown;;;;150.0;20.0;3.0;13.0
product_id_02a972224bd6697b;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;677.0;1.0;1275.0;19.0;17.0;23.0
product_id_02acc891eb81c174;moveis_decoracao;furniture_decor;furniture_decor;27.0;490.0;6.0;200.0;16.0;16.0;16.0
product_id_02b0443e28aceaca;malas_acessorios;luggage_accessories;luggage_accessories;39.0;744.0;2.0;400.0;60.0;10.0;45.0
product_id_02b1eb9de1d2e69b;beleza_saude;health_beauty;health_beauty;46.0;580.0;4.0;350.0;25.0;15.0;15.0
product_id_02b466dc801c6fde;relogios_presentes;watches_gifts;watches_gifts;55.0;1355.0;5.0;500.0;18.0;11.0;14.0
product_id_02b4e1bc53200ce1;moveis_decoracao;furniture_decor;furniture_decor;63.0;697.0;5.0;2100.0;31.0;49.0;31.0
product_id_02b562b24363e0bb;automotivo;auto;auto;55.0;160.0;1.0;1650.0;32.0;22.0;32.0
product_id_02bb77c939b8912d;moveis_decoracao;furniture_decor;furniture_decor;40.0;275.0;5.0;14700.0;100.0;55.0;16.0
product_id_02bbcbcd9ab152b2;telefonia;telephony;telephony;58.0;366.0;3.0;125.0;19.0;4.0;11.0
product_id_02c2e6470c0b6481;;;unknown;;;;1500.0;18.0;35.0;48.0
product_id_02c86465adbf25b6;;;unknown;;;;1200.0;35.0;35.0;35.0
product_id_02c979c41cbc465c;automotivo;auto;auto;51.0;1001.0;1.0;3375.0;47.0;22.0;11.0
product_id_02d0d5b909d7c8f8;brinquedos;toys;toys;38.0;355.0;1.0;300.0;17.0;13.0;16.0
product_id_02d0e1595fef4446;utilidades_domesticas;housewares;housewares;49.0;459.0;2.0;300.0;16.0;38.0;18.0
product_id_02d3e2234b17be6a;cama_mesa_banho;bed_bath_table;bed_bath_table;60.0;234.0;1.0;2050.0;34.0;8.0;32.0
product_id_02d41825ee6449dc;beleza_saude;health_beauty;health_beauty;39.0;776.0;1.0;1400.0;16.0;19.0;15.0
product_id_02d4685286ef4e91;utilidades_domesticas;housewares;housewares;39.0;285.0;3.0;700.0;16.0;15.0;12.0
product_id_02d66cc55336c0b1;moveis_decoracao;furniture_decor;furniture_decor;55.0;241.0;1.0;2100.0;50.0;12.0;40.0
product_id_02d8ba868270790a;moveis_decoracao;furniture_decor;furniture_decor;50.0;633.0;1.0;700.0;70.0;8.0;70.0
product_id_02da175b694d3102;ferramentas_jardim;garden_tools;garden_tools;41.0;3547.0;1.0;12100.0;100.0;30.0;30.0
product_id_02dc8287948fda89;eletrodomesticos;home_appliances;home_appliances;56.0;161.0;1.0;150.0;20.0;9.0;14.0
product_id_02de62d1817d4f9f;moveis_decoracao;furniture_decor;furniture_decor;60.0;1152.0;3.0;3700.0;45.0;11.0;65.0
product_id_02deb79799fa35ed;esporte_lazer;sports_leisure;sports_leisure;43.0;1435.0;5.0;450.0;40.0;10.0;20.0
product_id_02e16e2d6410a323;brinquedos;toys;toys;46.0;289.0;2.0;250.0;34.0;4.0;32.0
product_id_02e26d45509731b1;moveis_decoracao;furniture_decor;furniture_decor;21.0;378.0;2.0;750.0;29.0;25.0;25.0
product_id_02e51a9df171950c;moveis_decoracao;furniture_decor;furniture_decor;33.0;195.0;1.0;750.0;30.0;11.0;20.0
product_id_02ea5186d92f9748;moveis_decoracao;furniture_decor;furniture_decor;39.0;677.0;1.0;13150.0;35.0;45.0;35.0
product_id_02eb063256406bd2;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;60.0;3119.0;3.0;4250.0;16.0;13.0;12.0
product_id_02f331313492e604;telefonia;telephony;telephony;50.0;3704.0;6.0;50.0;21.0;8.0;13.0
product_id_02f8359cb113c7a5;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;32.0;408.0;3.0;125.0;18.0;17.0;12.0
product_id_02fb80a34e91ff87;utilidades_domesticas;housewares;housewares;46.0;1329.0;1.0;1000.0;20.0;10.0;20.0
product_id_02fd48e02b60db41;climatizacao;air_conditioning;air_conditioning;57.0;364.0;1.0;2000.0;22.0;38.0;37.0
product_id_02ffb62e6b8bfdc1;beleza_saude;health_beauty;health_beauty;32.0;3564.0;1.0;50.0;16.0;9.0;11.0
product_id_03006a35851185eb;moveis_escritorio;office_furniture;office_furniture;56.0;300.0;1.0;15900.0;40.0;90.0;40.0
product_id_03008dd8e9a53993;perfumaria;perfumery;perfumery;32.0;1288.0;3.0;75.0;23.0;16.0;16.0
product_id_03012577f16d5f73;brinquedos;toys;toys;50.0;233.0;1.0;400.0;45.0;15.0;35.0
product_id_0303da3770e73031;cama_mesa_banho;bed_bath_table;bed_bath_table;42.0;729.0;1.0;700.0;20.0;30.0;30.0
product_id_0304c599e9c51b25;beleza_saude;health_beauty;health_beauty;55.0;1530.0;1.0;1600.0;22.0;14.0;22.0
product_id_030699b549d27790;telefonia;telephony;telephony;48.0;1440.0;2.0;100.0;18.0;6.0;11.0
product_id_03070d293fe4bb74;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;204.0;1.0;2500.0;55.0;25.0;35.0
product_id_0309beeb39f36405;esporte_lazer;sports_leisure;sports_leisure;60.0;1445.0;1.0;27200.0;87.0;28.0;46.0
product_id_030f14ef0eaf65bd;moveis_escritorio;office_furniture;office_furniture;46.0;1058.0;1.0;5200.0;45.0;54.0;15.0
product_id_03131df71dfc54ec;utilidades_domesticas;housewares;housewares;52.0;621.0;1.0;1300.0;30.0;30.0;30.0
product_id_03163bd765e3b1d9;automotivo;auto;auto;41.0;452.0;1.0;30000.0;35.0;50.0;35.0
product_id_0317a837abb287a1;bebes;baby;baby;38.0;135.0;1.0;700.0;46.0;7.0;28.0
product_id_031b3cb3c02d80c4;beleza_saude;health_beauty;health_beauty;45.0;648.0;1.0;1700.0;98.0;15.0;15.0
product_id_031e78c8915c6860;esporte_lazer;sports_leisure;sports_leisure;60.0;180.0;1.0;1400.0;55.0;15.0;27.0
product_id_03202ae72bb08684;moveis_decoracao;furniture_decor;furniture_decor;57.0;3571.0;1.0;5400.0;17.0;17.0;60.0
product_id_032067a7cf11c1ee;relogios_presentes;watches_gifts;watches_gifts;33.0;141.0;2.0;507.0;18.0;11.0;15.0
product_id_0321c751e362a8d6;perfumaria;perfumery;perfumery;42.0;850.0;1.0;510.0;20.0;13.0;15.0
product_id_032295d507365153;casa_construcao;home_construction;home_construction;52.0;1653.0;3.0;10550.0;40.0;30.0;30.0
product_id_03229bc2c61104e1;moveis_decoracao;furniture_decor;furniture_decor;53.0;624.0;1.0;15200.0;35.0;45.0;45.0
product_id_0326c15cf03a4e86;moveis_escritorio;office_furniture;office_furniture;54.0;1200.0;1.0;9000.0;53.0;51.0;18.0
product_id_0326f76c0445d867;brinquedos;toys;toys;56.0;807.0;5.0;150.0;16.0;12.0;18.0
product_id_032b04752c56b8bb;relogios_presentes;watches_gifts;watches_gifts;35.0;765.0;3.0;4381.0;18.0;14.0;14.0
product_id_03306bac32af6115;construcao_ferramentas_jardim;costruction_tools_garden;costruction_tools_garden;57.0;815.0;1.0;2200.0;16.0;16.0;16.0
product_id_03330babd0ae9790;relogios_presentes;watches_gifts;watches_gifts;31.0;557.0;1.0;430.0;21.0;14.0;16.0
product_id_0334341585fb2228;alimentos;food;food;58.0;531.0;5.0;94.0;16.0;5.0;11.0
product_id_03362b17641616bf;telefonia;telephony;telephony;46.0;556.0;4.0;150.0;19.0;3.0;11.0
product_id_03374a7868f08f9b;cama_mesa_banho;bed_bath_table;bed_bath_table;56.0;122.0;3.0;800.0;22.0;13.0;16.0
product_id_033ba450f3d4b520;cama_mesa_banho;bed_bath_table;bed_bath_table;56.0;280.0;1.0;1100.0;18.0;25.0;33.0
product_id_033dddbfd114002a;informatica_acessorios;computers_accessories;computers_accessories;51.0;550.0;1.0;5550.0;23.0;9.0;23.0
product_id_033eac3283e2b168;esporte_lazer;sports_leisure;sports_leisure;49.0;1841.0;7.0;3050.0;50.0;39.0;12.0
product_id_033fd787f1657cdd;brinquedos;toys;toys;59.0;455.0;1.0;463.0;20.0;17.0;17.0
product_id_03410ebdf528f166;casa_conforto_2;home_comfort_2;home_comfort_2;55.0;191.0;1.0;663.0;20.0;20.0;20.0
product_id_0341166a4cde917d;utilidades_domesticas;housewares;housewares;56.0;655.0;4.0;1050.0;24.0;32.0;24.0
product_id_03417b73176a1f33;moveis_decoracao;furniture_decor;furniture_decor;53.0;371.0;1.0;800.0;40.0;5.0;11.0
product_id_03453f3b55e0cf1b;informatica_acessorios;computers_accessories;computers_accessories;42.0;521.0;3.0;400.0;16.0;8.0;16.0
product_id_0346618f601adcdb;brinquedos;toys;toys;60.0;3316.0;1.0;450.0;25.0;20.0;20.0
product_id_0349331643ddd8be;instrumentos_musicais;musical_instruments;musical_instruments;30.0;599.0;2.0;350.0;17.0;7.0;11.0
product_id_034999beae805c75;beleza_saude;health_beauty;health_beauty;57.0;1479.0;1.0;100.0;30.0;12.0;16.0
product_id_034a563fecf8de88;malas_acessorios;luggage_accessories;luggage_accessories;43.0;215.0;1.0;700.0;45.0;10.0;31.0
product_id_034bc98bda39e73a;utilidades_domesticas;housewares;housewares;53.0;601.0;2.0;350.0;34.0;12.0;16.0
product_id_034c5d31fd6c9c90;casa_construcao;home_construction;home_construction;55.0;1441.0;1.0;10000.0;60.0;25.0;25.0
product_id_034d39f0e8c8e9fe;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;40.0;394.0;3.0;400.0;16.0;11.0;11.0
